playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Michael Young,TEX,639,.315,.366,.418,.784
Ian Kinsler,TEX,483,.263,.355,.441,.796
Marlon Byrd,TEX,414,.307,.355,.459,.814
Sammy Sosa,TEX,412,.252,.311,.468,.779
Gerald Laird,TEX,407,.224,.278,.349,.627
Brad Wilkerson,TEX,338,.234,.319,.467,.786
Frank Catalanotto,TEX,331,.260,.337,.444,.781
Jarrod Saltalamacchia,TEX,308,.266,.310,.422,.732
Nelson Cruz,TEX,307,.235,.287,.384,.671
Ramón Vázquez,TEX,300,.230,.300,.373,.673
Hank Blalock,TEX,208,.293,.358,.543,.901
