playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Danny Valencia,MIN,564,.246,.294,.383,.677
Michael Cuddyer,MIN,529,.284,.346,.459,.805
Ben Revere,MIN,450,.267,.310,.309,.619
Jason Kubel,MIN,366,.273,.332,.434,.766
Alexi Casilla,MIN,323,.260,.322,.368,.690
Joe Mauer,MIN,296,.287,.360,.368,.728
Luke Hughes,MIN,287,.223,.289,.338,.627
Trevor Plouffe,MIN,286,.238,.305,.392,.697
Denard Span,MIN,284,.264,.328,.359,.687
Justin Morneau,MIN,264,.227,.285,.333,.618
Drew Butera,MIN,234,.167,.210,.239,.449
