playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Richie Sexson,MIL,598,.271,.342,.547,.889
Jeromy Burnitz,MIL,562,.251,.347,.504,.851
José Hernández,MIL,542,.249,.300,.443,.743
Geoff Jenkins,MIL,397,.264,.334,.474,.808
Devon White,MIL,390,.277,.343,.459,.802
Mark Loretta,MIL,384,.289,.346,.352,.698
Ronnie Belliard,MIL,364,.264,.335,.453,.788
Henry Blanco,MIL,314,.210,.290,.344,.634
Tyler Houston,MIL,235,.289,.343,.472,.815
Luis Lopez,MIL,222,.270,.326,.387,.713
Raul Casanova,MIL,192,.260,.303,.484,.787
