playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Kelvim Escobar,ANA,208.1,3.93,1.29,191,11
Bartolo Colon,ANA,208.1,5.01,1.37,158,18
John Lackey,ANA,198.1,4.67,1.39,144,14
Francisco Rodríguez,ANA,84.0,1.82,1.00,123,4
Scot Shields,ANA,105.1,3.33,1.30,109,8
Jarrod Washburn,ANA,149.1,4.64,1.33,86,11
Kevin Gregg,ANA,87.2,4.21,1.30,84,5
Ramon Ortiz,ANA,128.0,4.43,1.38,82,5
Brendan Donnelly,ANA,42.0,3.00,1.17,56,5
Aaron Sele,ANA,132.0,5.05,1.62,51,9
