playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Brady Singer,KC,159.2,5.52,1.45,133,8
Jordan Lyles,KC,177.2,6.28,1.24,120,6
Cole Ragans,KC,96.0,3.47,1.16,113,7
Zack Greinke,KC,142.1,5.06,1.27,97,2
Alec Marsh,KC,74.1,5.69,1.56,85,3
Carlos Hernández,KC,70.0,5.27,1.33,77,1
Taylor Clarke,KC,59.0,5.95,1.61,65,3
Tucker Davidson,KC,51.1,5.96,1.62,46,1
Angel Zerpa,KC,42.2,4.85,1.27,36,3
Daniel Lynch IV,KC,52.1,4.64,1.26,34,3
