playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Adrian Beltré,LA,587,.257,.303,.426,.729
Shawn Green,LA,582,.285,.385,.558,.943
Paul Lo Duca,LA,580,.281,.330,.402,.732
Mark Grudzielanek,LA,536,.271,.301,.364,.665
Eric Karros,LA,524,.271,.323,.399,.722
Brian Jordan,LA,471,.285,.338,.469,.807
Cesar Izturis,LA,439,.232,.253,.303,.556
Dave Roberts,LA,422,.277,.353,.365,.718
Marquis Grissom,LA,343,.277,.321,.510,.831
Tyler Houston,LA,320,.281,.323,.428,.751
Alex Cora,LA,258,.291,.371,.434,.805
