playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Miguel Tejada,OAK,607,.275,.349,.479,.828
Ben Grieve,OAK,594,.279,.359,.487,.846
Terrence Long,OAK,584,.288,.336,.452,.788
Jason Giambi,OAK,510,.333,.476,.647,1.123
Eric Chavez,OAK,501,.277,.355,.495,.850
Randy Velarde,OAK,485,.278,.354,.400,.754
Matt Stairs,OAK,476,.227,.333,.414,.747
Ramon Hernandez,OAK,419,.241,.311,.387,.698
Mike Stanley,OAK,282,.238,.339,.429,.768
Jeremy Giambi,OAK,260,.254,.338,.423,.761
Olmedo Saenz,OAK,214,.313,.401,.514,.915
