playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Nick Pivetta,BOS,142.2,4.04,1.12,183,10
Kutter Crawford,BOS,129.1,4.04,1.11,135,6
Brayan Bello,BOS,157.0,4.24,1.34,132,12
Chris Sale,BOS,102.2,4.30,1.13,125,6
James Paxton,BOS,96.0,4.50,1.31,101,7
Tanner Houck,BOS,106.0,5.01,1.37,99,6
Josh Winckowski,BOS,84.1,2.88,1.42,82,4
Garrett Whitlock,BOS,71.2,5.15,1.33,72,5
Brennan Bernardino,BOS,50.2,3.20,1.30,58,2
John Schreiber,BOS,46.2,3.86,1.41,53,2
