playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Matt Olson,ATL,624,.272,.366,.484,.850
Michael Harris II,ATL,611,.249,.268,.409,.677
Ozzie Albies,ATL,603,.240,.306,.365,.671
Marcell Ozuna,ATL,487,.232,.355,.400,.755
Austin Riley,ATL,416,.260,.309,.428,.737
Drake Baldwin,ATL,405,.274,.341,.469,.810
Nick Allen,ATL,371,.221,.284,.251,.535
Ronald Acuña Jr.,ATL,338,.290,.417,.518,.935
Jurickson Profar,ATL,318,.245,.353,.434,.787
Sean Murphy,ATL,291,.199,.300,.409,.709
Eli White,ATL,256,.234,.270,.406,.676
