playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Mark Teixeira,LAA,574,.308,.410,.552,.962
Garret Anderson,LAA,557,.293,.325,.433,.758
Torii Hunter,LAA,551,.278,.344,.466,.810
Vladimir Guerrero,LAA,541,.303,.365,.521,.886
Chone Figgins,LAA,453,.276,.367,.318,.685
Gary Matthews Jr.,LAA,426,.242,.319,.357,.676
Erick Aybar,LAA,346,.277,.314,.384,.698
Howie Kendrick,LAA,340,.306,.333,.421,.754
Maicer Izturis,LAA,290,.269,.329,.362,.691
Jeff Mathis,LAA,283,.194,.275,.318,.593
Juan Rivera,LAA,256,.246,.282,.438,.720
