playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
J.J. Hardy,MIL,592,.277,.323,.463,.786
Prince Fielder,MIL,573,.288,.395,.618,1.013
Corey Hart,MIL,505,.295,.353,.539,.892
Bill Hall,MIL,452,.254,.315,.425,.740
Ryan Braun,MIL,451,.324,.370,.634,1.004
Johnny Estrada,MIL,442,.278,.296,.403,.699
Geoff Jenkins,MIL,420,.255,.319,.471,.790
Rickie Weeks Jr.,MIL,409,.235,.374,.433,.807
Kevin Mench,MIL,288,.267,.305,.441,.746
Craig Counsell,MIL,282,.220,.323,.309,.632
Tony Graffanino,MIL,231,.238,.315,.390,.705
