playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Marcus Semien,TOR,652,.265,.334,.538,.872
Bo Bichette,TOR,640,.298,.343,.484,.827
Vladimir Guerrero Jr.,TOR,604,.311,.401,.601,1.002
Teoscar Hernández,TOR,550,.296,.346,.524,.870
Randal Grichuk,TOR,511,.241,.281,.423,.704
Lourdes Gurriel Jr.,TOR,500,.276,.319,.466,.785
Corey Dickerson,TOR,336,.271,.326,.408,.734
George Springer,TOR,299,.264,.352,.555,.907
Cavan Biggio,TOR,250,.224,.322,.356,.678
Santiago Espinal,TOR,222,.311,.376,.405,.781
Reese McGuire,TOR,198,.253,.310,.343,.653
