playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Livan Hernandez,MON,255.0,3.60,1.24,186,11
John Patterson,MON,98.1,5.03,1.48,99,4
Claudio Vargas,MON,118.1,5.25,1.55,89,5
Sun-Woo Kim,MON,135.2,4.58,1.47,87,4
Chad Cordero,MON,82.2,2.94,1.34,83,7
Luis Ayala,MON,90.1,2.69,1.18,63,6
Zach Day,MON,116.2,3.93,1.39,61,5
Tony Armas,MON,72.0,4.88,1.54,54,2
Rocky Biddle,MON,78.0,6.92,1.65,51,4
Francis Beltran,MON,49.1,5.47,1.50,48,2
