playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
César Hernández,WSH,560,.248,.311,.318,.629
Luke Voit,WSH,500,.226,.308,.402,.710
Lane Thomas,WSH,498,.241,.301,.404,.705
Nelson Cruz,WSH,448,.234,.313,.337,.650
Keibert Ruiz,WSH,394,.251,.313,.360,.673
Maikel Franco,WSH,371,.229,.255,.342,.597
Victor Robles,WSH,366,.224,.273,.311,.584
Luis García Jr.,WSH,360,.275,.295,.408,.703
Yadiel Hernandez,WSH,305,.269,.312,.410,.722
CJ Abrams,WSH,284,.246,.280,.324,.604
Joey Meneses,WSH,222,.324,.367,.563,.930
