playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jimmy Rollins,PHI,632,.250,.316,.427,.743
John Mayberry Jr.,PHI,441,.245,.301,.395,.696
Juan Pierre,PHI,394,.307,.351,.371,.722
Carlos Ruiz,PHI,372,.325,.394,.540,.934
Ty Wigginton,PHI,315,.235,.314,.375,.689
Placido Polanco,PHI,303,.257,.302,.327,.629
Chase Utley,PHI,301,.256,.365,.429,.794
Ryan Howard,PHI,260,.219,.295,.423,.718
Nate Schierholtz,PHI,241,.257,.321,.407,.728
Kevin Frandsen,PHI,195,.338,.383,.451,.834
Freddy Galvis,PHI,190,.226,.254,.363,.617
