playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Todd Ritchie,PIT,207.1,4.47,1.27,124,11
Jimmy Anderson,PIT,206.1,5.10,1.53,89,9
Josias Manzanillo,PIT,79.2,3.39,1.08,80,3
Scott Sauerbeck,PIT,62.2,5.60,1.61,79,2
Omar Olivares,PIT,110.0,6.55,1.50,69,6
Joe Beimel,PIT,115.1,5.23,1.56,58,7
Dave Williams,PIT,114.0,3.71,1.27,57,3
Tony McKnight,PIT,87.1,4.95,1.52,46,3
Bronson Arroyo,PIT,88.1,5.09,1.51,39,5
Damaso Marte,PIT,36.1,4.71,1.27,39,0
