playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Garret Anderson,ANA,638,.306,.332,.539,.871
Darin Erstad,ANA,625,.283,.313,.389,.702
David Eckstein,ANA,608,.293,.363,.388,.751
Troy Glaus,ANA,569,.250,.352,.453,.805
Scott Spiezio,ANA,491,.285,.371,.436,.807
Tim Salmon,ANA,483,.286,.380,.503,.883
Adam Kennedy,ANA,474,.312,.345,.449,.794
Brad Fullmer,ANA,429,.289,.357,.531,.888
Bengie Molina,ANA,428,.245,.274,.322,.596
