playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Rickie Weeks Jr.,MIL,651,.269,.366,.464,.830
Ryan Braun,MIL,619,.304,.365,.501,.866
Casey McGehee,MIL,610,.285,.337,.464,.801
Prince Fielder,MIL,578,.261,.401,.471,.872
Corey Hart,MIL,558,.283,.340,.525,.865
Alcides Escobar,MIL,506,.235,.288,.326,.614
Carlos Gómez,MIL,291,.247,.298,.357,.655
Jonathan Lucroy,MIL,277,.253,.300,.329,.629
George Kottaras,MIL,212,.203,.305,.396,.701
Craig Counsell,MIL,204,.250,.322,.319,.641
Lorenzo Cain,MIL,147,.306,.348,.415,.763
