playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Luis Castillo,CIN,169.2,4.30,1.22,165,10
Matt Harvey,CIN,155.0,4.94,1.30,131,7
Tyler Mahle,CIN,112.0,4.98,1.59,110,7
Anthony DeSclafani,CIN,115.0,4.93,1.29,108,7
Sal Romano,CIN,145.2,5.31,1.43,105,8
Raisel Iglesias,CIN,72.0,2.38,1.07,80,2
Homer Bailey,CIN,106.1,6.09,1.64,75,1
Amir Garrett,CIN,63.0,4.29,1.29,71,1
David Hernandez,CIN,64.0,2.53,0.98,65,5
Jared Hughes,CIN,78.2,1.94,1.02,59,4
