playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
José Peraza,CIN,632,.288,.326,.416,.742
Scooter Gennett,CIN,584,.310,.357,.490,.847
Eugenio Suárez,CIN,527,.283,.366,.526,.892
Billy Hamilton,CIN,504,.236,.299,.327,.626
Joey Votto,CIN,503,.284,.417,.419,.836
Tucker Barnhart,CIN,460,.248,.328,.372,.700
Scott Schebler,CIN,380,.255,.337,.439,.776
Jesse Winker,CIN,281,.299,.405,.431,.836
Phillip Ervin,CIN,218,.252,.324,.404,.728
Curt Casali,CIN,140,.293,.355,.450,.805
Alex Blandino,CIN,128,.234,.324,.289,.613
