playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ty France,SEA,551,.274,.338,.436,.774
Eugenio Suárez,SEA,543,.236,.332,.459,.791
Adam Frazier,SEA,541,.238,.301,.311,.612
J.P. Crawford,SEA,518,.243,.339,.336,.675
Julio Rodríguez,SEA,511,.284,.345,.509,.854
Jesse Winker,SEA,456,.219,.344,.344,.688
Carlos Santana,SEA,431,.202,.316,.376,.692
Cal Raleigh,SEA,370,.211,.284,.489,.773
Abraham Toro,SEA,324,.185,.239,.324,.563
Mitch Haniger,SEA,224,.246,.308,.429,.737
Dylan Moore,SEA,205,.224,.368,.385,.753
