playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Yadier Molina,STL,501,.273,.312,.439,.751
Matt Carpenter,STL,497,.241,.384,.451,.835
Tommy Pham,STL,444,.306,.411,.520,.931
Jedd Gyorko,STL,426,.272,.341,.472,.813
Dexter Fowler,STL,420,.264,.363,.488,.851
Paul DeJong,STL,417,.285,.325,.532,.857
Randal Grichuk,STL,412,.238,.285,.473,.758
Kolten Wong,STL,354,.285,.376,.412,.788
Stephen Piscotty,STL,341,.235,.342,.367,.709
Aledmys Díaz,STL,286,.259,.290,.392,.682
José A. Martínez,STL,272,.309,.379,.518,.897
