playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ichiro Suzuki,SEA,686,.310,.361,.386,.747
Jose Lopez,SEA,644,.297,.322,.443,.765
Raul Ibanez,SEA,635,.293,.358,.479,.837
Yuniesky Betancourt,SEA,559,.279,.300,.392,.692
Adrian Beltré,SEA,556,.266,.327,.457,.784
Kenji Johjima,SEA,379,.227,.277,.332,.609
Jose Vidro,SEA,308,.234,.274,.338,.612
Jeremy Reed,SEA,286,.269,.314,.360,.674
Wladimir Balentien,SEA,243,.202,.250,.342,.592
Miguel Cairo,SEA,221,.249,.316,.330,.646
Jeff Clement,SEA,203,.227,.295,.360,.655
