playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Tommy Edman,STL,204,.250,.317,.368,.685
Paul Goldschmidt,STL,191,.304,.417,.466,.883
Kolten Wong,STL,181,.265,.350,.326,.676
Paul DeJong,STL,152,.250,.322,.349,.671
Yadier Molina,STL,145,.262,.303,.359,.662
Brad Miller,STL,142,.232,.357,.451,.808
Matt Carpenter,STL,140,.186,.325,.314,.639
Tyler O'Neill,STL,139,.173,.261,.360,.621
Dylan Carlson,STL,110,.200,.252,.364,.616
Harrison Bader,STL,106,.226,.336,.443,.779
Dexter Fowler,STL,90,.233,.317,.389,.706
