playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Starlin Castro,NYY,577,.270,.300,.433,.733
Didi Gregorius,NYY,562,.276,.304,.447,.751
Jacoby Ellsbury,NYY,551,.263,.330,.374,.704
Brett Gardner,NYY,547,.261,.351,.362,.713
Chase Headley,NYY,467,.253,.331,.385,.716
Brian McCann,NYY,429,.242,.335,.413,.748
Mark Teixeira,NYY,387,.204,.292,.362,.654
Aaron Hicks,NYY,327,.217,.281,.336,.617
Billy Butler,NYY,250,.284,.336,.416,.752
Alex Rodriguez,NYY,225,.200,.247,.351,.598
Gary Sánchez,NYY,201,.299,.376,.657,1.033
