playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Brian Matusz,BAL,175.2,4.30,1.34,143,10
Kevin Millwood,BAL,190.2,5.10,1.51,132,4
Jeremy Guthrie,BAL,209.1,3.83,1.16,119,11
Brad Bergesen,BAL,170.0,4.98,1.44,81,8
David Hernandez,BAL,79.1,4.31,1.44,72,8
Koji Uehara,BAL,44.0,2.86,0.95,55,1
Mark Hendrickson,BAL,75.1,5.26,1.55,55,1
Jake Arrieta,BAL,100.1,4.66,1.53,52,6
Matt Albers,BAL,75.2,4.52,1.48,49,5
Jason Berken,BAL,62.1,3.03,1.33,45,3
