playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Shane McClanahan,TB,123.1,3.43,1.27,141,10
Tyler Glasnow,TB,88.0,2.66,0.93,123,5
Michael Wacha,TB,124.2,5.05,1.31,121,3
Ryan Yarbrough,TB,155.0,5.11,1.23,117,9
Andrew Kittredge,TB,71.2,1.88,0.98,77,9
Luis Patiño,TB,77.1,4.31,1.27,74,5
Collin McHugh,TB,64.0,1.55,0.94,74,6
Drew Rasmussen,TB,76.0,2.84,1.08,73,4
Josh Fleming,TB,104.1,5.09,1.35,65,10
Jeffrey Springs,TB,44.2,3.43,1.10,63,5
