playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jose Altuve,HOU,588,.265,.329,.442,.771
Christian Walker,HOU,585,.238,.297,.421,.718
Yainer Diaz,HOU,542,.256,.284,.417,.701
Carlos Correa,HOU,537,.276,.332,.402,.734
Jeremy Peña,HOU,493,.304,.363,.477,.840
Jesús Sánchez,HOU,451,.237,.304,.395,.699
Cam Smith,HOU,441,.236,.312,.358,.670
Isaac Paredes,HOU,378,.254,.352,.458,.810
Mauricio Dubón,HOU,369,.241,.289,.355,.644
Ramón Urías,HOU,352,.241,.292,.384,.676
Victor Caratini,HOU,344,.259,.324,.404,.728
