playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Derek Jeter,NYY,581,.256,.304,.313,.617
Jacoby Ellsbury,NYY,575,.271,.328,.419,.747
Brett Gardner,NYY,555,.256,.327,.422,.749
Martín Prado,NYY,536,.282,.321,.412,.733
Brian McCann,NYY,495,.232,.286,.406,.692
Chase Headley,NYY,470,.243,.328,.372,.700
Mark Teixeira,NYY,440,.216,.313,.398,.711
Carlos Beltrán,NYY,403,.233,.301,.402,.703
Ichiro Suzuki,NYY,359,.284,.324,.340,.664
Chris Young,NYY,325,.222,.299,.385,.684
Brian Roberts,NYY,317,.237,.300,.360,.660
