playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Robinson Canó,SEA,655,.298,.350,.533,.883
Kyle Seager,SEA,597,.278,.359,.499,.858
Nelson Cruz,SEA,589,.287,.360,.555,.915
Leonys Martin,SEA,518,.247,.306,.378,.684
Ketel Marte,SEA,437,.259,.287,.323,.610
Norichika Aoki,SEA,417,.283,.349,.388,.737
Adam Lind,SEA,401,.239,.286,.431,.717
Seth Smith,SEA,378,.249,.342,.415,.757
Chris Iannetta,SEA,295,.210,.303,.329,.632
Dae-Ho Lee,SEA,292,.253,.312,.428,.740
Franklin Gutierrez,SEA,248,.246,.329,.452,.781
