playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Cody Bellinger,NYY,588,.272,.334,.480,.814
Aaron Judge,NYY,541,.331,.457,.688,1.145
Anthony Volpe,NYY,539,.212,.272,.391,.663
Ryan McMahon,NYY,509,.214,.312,.381,.693
Trent Grisham,NYY,494,.235,.348,.464,.812
Paul Goldschmidt,NYY,489,.274,.328,.403,.731
Ben Rice,NYY,467,.255,.337,.499,.836
Jazz Chisholm Jr.,NYY,462,.242,.332,.481,.813
Austin Wells,NYY,401,.219,.275,.436,.711
Jasson Domínguez,NYY,381,.257,.331,.388,.719
José Caballero,NYY,314,.236,.339,.347,.686
