playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Todd Walker,CIN,612,.299,.353,.431,.784
Aaron Boone,CIN,606,.241,.314,.439,.753
Adam Dunn,CIN,535,.249,.400,.454,.854
Barry Larkin,CIN,507,.245,.305,.367,.672
Sean Casey,CIN,425,.261,.334,.362,.696
Russell Branyan,CIN,378,.228,.320,.458,.778
Austin Kearns,CIN,372,.315,.407,.500,.907
Jason LaRue,CIN,353,.249,.324,.405,.729
Reggie Taylor,CIN,287,.254,.291,.429,.720
Jose Guillen,CIN,240,.238,.287,.367,.654
Ken Griffey Jr.,CIN,197,.264,.358,.426,.784
