playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Willy Adames,MIL,553,.217,.310,.407,.717
Carlos Santana,MIL,550,.240,.318,.429,.747
Christian Yelich,MIL,550,.278,.370,.447,.817
William Contreras,MIL,540,.289,.367,.457,.824
Mark Canha,MIL,435,.262,.355,.400,.755
Brice Turang,MIL,404,.218,.285,.300,.585
Joey Wiemer,MIL,367,.204,.283,.362,.645
Brian Anderson,MIL,318,.226,.310,.368,.678
Rowdy Tellez,MIL,311,.215,.291,.376,.667
Owen Miller,MIL,291,.261,.303,.371,.674
Andruw Monasterio,MIL,282,.259,.330,.348,.678
