playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Derek Jeter,NYY,593,.339,.416,.481,.897
Tino Martinez,NYY,569,.258,.328,.422,.750
Paul O'Neill,NYY,566,.283,.336,.424,.760
Bernie Williams,NYY,537,.307,.391,.566,.957
David Justice,NYY,524,.286,.377,.584,.961
Jorge Posada,NYY,505,.287,.417,.527,.944
Scott Brosius,NYY,470,.230,.299,.374,.673
Chuck Knoblauch,NYY,400,.283,.366,.385,.751
Luis Polonia,NYY,344,.276,.329,.407,.736
Jose Canseco,NYY,329,.252,.377,.444,.821
Luis Sojo,NYY,301,.286,.325,.422,.747
