playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Bobby Witt Jr.,KC,623,.295,.351,.501,.852
Vinnie Pasquantino,KC,621,.264,.323,.475,.798
Salvador Perez,KC,597,.236,.284,.446,.730
Maikel Garcia,KC,595,.286,.351,.449,.800
Jonathan India,KC,497,.233,.323,.346,.669
Mike Yastrzemski,KC,477,.233,.333,.403,.736
Adam Frazier,KC,419,.267,.319,.365,.684
Kyle Isbel,KC,368,.255,.301,.353,.654
Randal Grichuk,KC,272,.228,.273,.401,.674
Michael Massey,KC,262,.244,.268,.313,.581
Jac Caglianone,KC,210,.157,.237,.295,.532
