playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Adam Dunn,WSH,558,.260,.356,.536,.892
Ryan Zimmerman,WSH,525,.307,.388,.510,.898
Ian Desmond,WSH,525,.269,.308,.392,.700
Nyjer Morgan,WSH,509,.253,.319,.314,.633
Roger Bernadina,WSH,414,.246,.307,.384,.691
Ivan Rodriguez,WSH,398,.266,.294,.347,.641
Josh Willingham,WSH,370,.268,.389,.459,.848
Adam Kennedy,WSH,342,.249,.327,.327,.654
Michael Morse,WSH,266,.289,.352,.519,.871
Willie Harris,WSH,224,.183,.291,.362,.653
Alberto Gonzalez,WSH,186,.247,.277,.301,.578
