playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Livan Hernandez,WSH,211.2,3.66,1.32,114,10
Tyler Clippard,WSH,91.0,3.07,1.21,112,11
Stephen Strasburg,WSH,68.0,2.91,1.07,92,5
Craig Stammen,WSH,128.0,5.13,1.50,85,4
John Lannan,WSH,143.1,4.65,1.56,71,8
Sean Burnett,WSH,63.0,2.14,1.14,62,1
Miguel Batista,WSH,82.2,3.70,1.33,55,1
Scott Olsen,WSH,81.0,5.56,1.48,53,4
Drew Storen,WSH,55.1,3.58,1.27,52,4
Joel Peralta,WSH,49.0,2.02,0.80,49,1
