playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Willi Castro,MIN,558,.247,.331,.385,.716
Carlos Santana,MIN,521,.238,.328,.420,.748
Ryan Jeffers,MIN,412,.226,.300,.432,.732
Jose Miranda,MIN,401,.284,.322,.441,.763
Max Kepler,MIN,368,.253,.302,.380,.682
Trevor Larnach,MIN,355,.259,.338,.434,.772
Byron Buxton,MIN,355,.279,.335,.524,.859
Carlos Correa,MIN,319,.310,.388,.517,.905
Manuel Margot,MIN,315,.238,.289,.337,.626
Christian Vázquez,MIN,294,.221,.248,.327,.575
Royce Lewis,MIN,292,.233,.295,.452,.747
