playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Scott Olsen,FLA,180.2,4.04,1.30,166,12
Dontrelle Willis,FLA,223.1,3.87,1.42,160,12
Josh Johnson,FLA,157.0,3.10,1.30,133,12
Ricky Nolasco,FLA,140.0,4.82,1.41,99,11
Aníbal Sánchez,FLA,114.1,2.83,1.19,72,10
Joe Borowski,FLA,69.2,3.75,1.38,64,3
Brian Moehler,FLA,122.0,6.57,1.66,58,7
Taylor Tankersley,FLA,41.0,2.85,1.44,46,2
Logan Kensing,FLA,37.2,4.54,1.30,45,1
Randy Messenger,FLA,60.1,5.67,1.59,45,2
