playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Lorenzo Cain,MIL,562,.260,.325,.372,.697
Mike Moustakas,MIL,523,.254,.329,.516,.845
Yasmani Grandal,MIL,513,.246,.380,.468,.848
Orlando Arcia,MIL,494,.223,.283,.350,.633
Christian Yelich,MIL,489,.329,.429,.671,1.100
Ryan Braun,MIL,459,.285,.343,.505,.848
Eric Thames,MIL,396,.247,.346,.505,.851
Keston Hiura,MIL,314,.303,.368,.570,.938
Ben Gamel,MIL,311,.248,.337,.373,.710
Hernán Pérez,MIL,232,.228,.262,.379,.641
Travis Shaw,MIL,230,.157,.281,.270,.551
