playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Michael Young,TEX,691,.314,.356,.459,.815
Mark Teixeira,TEX,628,.282,.371,.514,.885
Carlos Lee,TEX,624,.300,.355,.540,.895
Gary Matthews Jr.,TEX,620,.313,.371,.495,.866
Hank Blalock,TEX,591,.266,.325,.401,.726
Mark DeRosa,TEX,520,.296,.357,.456,.813
Ian Kinsler,TEX,423,.286,.347,.454,.801
Rod Barajas,TEX,344,.256,.298,.410,.708
Brad Wilkerson,TEX,320,.222,.306,.422,.728
Gerald Laird,TEX,243,.296,.332,.473,.805
Jerry Hairston Jr.,TEX,170,.206,.270,.253,.523
