playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Paul Byrd,KC,228.1,3.90,1.15,129,17
Jeff Suppan,KC,208.0,5.32,1.43,109,9
Darrell May,KC,131.1,5.35,1.48,95,4
Jeremy Affeldt,KC,77.2,4.64,1.57,67,3
Jason Grimsley,KC,71.1,3.91,1.42,59,4
Miguel Asencio,KC,123.1,5.11,1.62,58,4
Shawn Sedlacek,KC,84.1,6.72,1.60,52,3
Runelvys Hernandez,KC,74.1,4.36,1.36,45,4
Blake Stein,KC,46.2,7.91,1.84,42,0
Roberto Hernandez,KC,52.0,4.33,1.42,39,1
