playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Adrian Beltré,TEX,631,.315,.371,.509,.880
Elvis Andrus,TEX,620,.271,.328,.331,.659
Alex Rios,TEX,616,.278,.324,.432,.756
Ian Kinsler,TEX,545,.277,.344,.413,.757
A.J. Pierzynski,TEX,503,.272,.297,.425,.722
Mitch Moreland,TEX,462,.232,.299,.437,.736
Leonys Martin,TEX,457,.260,.313,.385,.698
David Murphy,TEX,436,.220,.282,.374,.656
Nelson Cruz,TEX,413,.266,.327,.506,.833
Jurickson Profar,TEX,286,.234,.308,.336,.644
Lance Berkman,TEX,256,.242,.340,.359,.699
