playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
CC Sabathia,NYY,211.0,4.78,1.37,175,14
Hiroki Kuroda,NYY,201.1,3.31,1.16,150,11
Andy Pettitte,NYY,185.1,3.74,1.33,128,11
Phil Hughes,NYY,145.2,5.19,1.46,121,4
Iván Nova,NYY,139.1,3.10,1.28,116,9
David Phelps,NYY,86.2,4.98,1.42,79,6
David Robertson,NYY,66.1,2.04,1.04,77,5
Shawn Kelley,NYY,53.1,4.39,1.31,71,4
Adam Warren,NYY,77.0,3.39,1.43,64,3
Mariano Rivera,NYY,64.0,2.11,1.05,54,6
