playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Rich Harden,OAK,189.2,3.99,1.33,167,11
Barry Zito,OAK,213.0,4.48,1.39,163,11
Mark Mulder,OAK,225.2,4.43,1.36,140,17
Octavio Dotel,OAK,85.1,3.69,1.18,122,6
Tim Hudson,OAK,188.2,3.53,1.26,103,12
Mark Redman,OAK,191.0,4.71,1.50,102,11
Justin Duchscherer,OAK,96.1,3.27,1.21,59,7
Jim Mecir,OAK,47.2,3.59,1.34,49,0
Ricardo Rincon,OAK,44.0,3.68,1.52,40,1
Arthur Rhodes,OAK,38.2,5.12,1.73,34,3
