playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Mark Kotsay,OAK,606,.314,.370,.459,.829
Eric Byrnes,OAK,569,.283,.347,.467,.814
Scott Hatteberg,OAK,550,.284,.367,.420,.787
Bobby Crosby,OAK,545,.239,.319,.426,.745
Jermaine Dye,OAK,532,.265,.329,.464,.793
Erubiel Durazo,OAK,511,.321,.396,.523,.919
Eric Chavez,OAK,475,.276,.397,.501,.898
Marco Scutaro,OAK,455,.273,.297,.393,.690
Damian Miller,OAK,397,.272,.339,.403,.742
Mark McLemore,OAK,250,.248,.355,.328,.683
Bobby Kielty,OAK,238,.214,.321,.370,.691
