playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Neifi Perez,COL,651,.287,.314,.427,.741
Jeff Cirillo,COL,598,.326,.392,.477,.869
Todd Helton,COL,580,.372,.463,.698,1.161
Jeffrey Hammonds,COL,454,.335,.395,.529,.924
Todd Hollandsworth,COL,428,.269,.333,.449,.782
Brent Mayne,COL,335,.301,.381,.418,.799
Jeff Frye,COL,326,.307,.377,.374,.751
Larry Walker,COL,314,.309,.409,.506,.915
Butch Huskey,COL,307,.261,.346,.417,.763
Terry Shumpert,COL,263,.259,.340,.456,.796
Todd Walker,COL,248,.290,.355,.476,.831
