playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Jeff Weaver,LA,220.0,4.01,1.30,153,13
Odalis Perez,LA,196.1,3.25,1.14,128,7
Eric Gagne,LA,82.1,2.19,0.91,114,7
Brad Penny,LA,143.0,3.15,1.22,111,9
Wilson Alvarez,LA,120.2,4.03,1.16,102,7
Kaz Ishii,LA,172.0,4.71,1.47,99,13
Jose Lima,LA,170.1,4.07,1.24,93,13
Elmer Dessens,LA,105.0,4.46,1.47,73,2
Darren Dreifort,LA,50.2,4.44,1.56,63,1
Hideo Nomo,LA,84.0,8.25,1.75,54,4
