playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Zack Greinke,KC,183.0,5.80,1.56,114,5
Runelvys Hernandez,KC,159.2,5.52,1.52,88,8
Jose Lima,KC,168.2,6.99,1.66,80,5
Andrew Sisco,KC,75.1,3.11,1.46,76,2
Mike MacDougal,KC,70.1,3.33,1.32,72,5
Ambiorix Burgos,KC,63.1,3.98,1.44,65,3
Mike Wood,KC,115.0,4.46,1.57,60,5
J.P. Howell,KC,72.2,6.19,1.54,54,3
D.J. Carrasco,KC,114.2,4.79,1.57,49,6
Jeremy Affeldt,KC,49.2,5.26,1.71,39,0
