playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Miguel Tejada,BAL,648,.330,.379,.498,.877
Melvin Mora,BAL,624,.274,.342,.391,.733
Brian Roberts,BAL,563,.286,.347,.410,.757
Ramon Hernandez,BAL,501,.275,.343,.479,.822
Nick Markakis,BAL,491,.291,.351,.448,.799
Corey Patterson,BAL,463,.276,.314,.443,.757
Kevin Millar,BAL,430,.272,.374,.437,.811
Jay Gibbons,BAL,343,.277,.341,.458,.799
Brandon Fahey,BAL,251,.235,.307,.307,.614
Chris Gomez,BAL,132,.341,.387,.439,.826
David Newhan,BAL,131,.252,.294,.374,.668
