playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jackson Holliday,BAL,586,.242,.314,.375,.689
Gunnar Henderson,BAL,577,.274,.349,.438,.787
Ryan Mountcastle,BAL,332,.250,.286,.367,.653
Jordan Westburg,BAL,328,.265,.313,.457,.770
Colton Cowser,BAL,327,.196,.269,.385,.654
Adley Rutschman,BAL,322,.220,.307,.366,.673
Coby Mayo,BAL,263,.217,.299,.388,.687
Dylan Carlson,BAL,217,.203,.278,.336,.614
Tyler O'Neill,BAL,181,.199,.292,.392,.684
Jeremiah Jackson,BAL,170,.276,.328,.447,.775
Heston Kjerstad,BAL,156,.192,.240,.327,.567
