playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jorge Polanco,MIN,631,.295,.356,.485,.841
Eddie Rosario,MIN,562,.276,.300,.500,.800
Max Kepler,MIN,524,.252,.336,.519,.855
C.J. Cron,MIN,458,.253,.311,.469,.780
Nelson Cruz,MIN,454,.311,.392,.639,1.031
Jonathan Schoop,MIN,433,.256,.304,.473,.777
Marwin Gonzalez,MIN,425,.264,.322,.414,.736
Miguel Sanó,MIN,380,.247,.346,.576,.922
Luis Arraez,MIN,326,.334,.399,.439,.838
Mitch Garver,MIN,311,.273,.365,.630,.995
Byron Buxton,MIN,271,.262,.314,.513,.827
