playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Dan Wright,CWS,196.1,5.18,1.38,136,14
Mark Buehrle,CWS,239.0,3.58,1.24,134,19
Jon Garland,CWS,192.2,4.58,1.41,112,12
Todd Ritchie,CWS,133.2,6.06,1.71,77,5
Damaso Marte,CWS,60.1,2.83,1.03,72,1
Gary Glover,CWS,138.1,5.20,1.36,70,7
Antonio Osuna,CWS,67.2,3.86,1.36,66,8
Rocky Biddle,CWS,77.2,4.06,1.43,64,3
Keith Foulke,CWS,77.2,2.90,1.00,58,2
Matt Ginter,CWS,54.1,4.47,1.47,37,1
