playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Yovani Gallardo,MIL,180.2,4.18,1.36,144,12
Wily Peralta,MIL,183.1,4.37,1.42,129,11
Kyle Lohse,MIL,198.2,3.35,1.17,125,11
Marco Estrada,MIL,128.0,3.87,1.08,118,7
Tom Gorzelanny,MIL,85.1,3.90,1.27,83,3
Jim Henderson,MIL,60.0,2.70,1.13,75,5
Michael Gonzalez,MIL,50.0,4.68,1.66,60,0
Brandon Kintzler,MIL,77.0,2.69,1.06,58,3
Alfredo Figaro,MIL,74.0,4.14,1.24,54,3
Tyler Thornburg,MIL,66.2,2.03,1.19,48,3
