playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Austin Jackson,DET,591,.249,.317,.374,.691
Miguel Cabrera,DET,572,.344,.448,.586,1.034
Victor Martinez,DET,540,.330,.380,.470,.850
Jhonny Peralta,DET,525,.299,.345,.478,.823
Delmon Young,DET,473,.268,.302,.393,.695
Alex Avila,DET,464,.295,.389,.506,.895
Brennan Boesch,DET,428,.283,.341,.458,.799
Ryan Raburn,DET,387,.256,.297,.432,.729
Magglio Ordonez,DET,329,.255,.303,.331,.634
Wilson Betemit,DET,323,.285,.343,.452,.795
Brandon Inge,DET,269,.197,.265,.283,.548
