playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Mitch Haniger,SEA,596,.285,.366,.493,.859
Jean Segura,SEA,586,.304,.341,.415,.756
Kyle Seager,SEA,583,.221,.273,.400,.673
Dee Strange-Gordon,SEA,556,.268,.288,.349,.637
Nelson Cruz,SEA,519,.256,.342,.509,.851
Ryon Healy,SEA,493,.235,.277,.412,.689
Denard Span,SEA,437,.261,.341,.419,.760
Mike Zunino,SEA,373,.201,.259,.410,.669
Cameron Maybin,SEA,342,.249,.326,.336,.662
Robinson Canó,SEA,310,.303,.374,.471,.845
Guillermo Heredia,SEA,292,.236,.318,.342,.660
