playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Tony Batista,BAL,615,.244,.309,.457,.766
Melvin Mora,BAL,557,.233,.338,.404,.742
Jay Gibbons,BAL,490,.247,.311,.482,.793
Chris Singleton,BAL,466,.262,.296,.410,.706
Marty Cordova,BAL,458,.253,.325,.434,.759
Jeff Conine,BAL,451,.273,.307,.448,.755
Jerry Hairston Jr.,BAL,426,.268,.329,.376,.705
Geronimo Gil,BAL,422,.232,.270,.363,.633
Mike Bordick,BAL,367,.232,.302,.365,.667
Gary Matthews Jr.,BAL,345,.275,.354,.426,.780
Chris Richard,BAL,155,.232,.292,.381,.673
