playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Félix Hernández,SEA,238.2,2.49,1.14,217,19
Erik Bedard,SEA,83.0,2.82,1.19,90,5
Ian Snell,SEA,145.0,4.84,1.59,89,7
David Aardsma,SEA,71.1,2.52,1.16,80,3
Mark Lowe,SEA,80.0,3.26,1.25,69,2
Brandon Morrow,SEA,69.2,4.39,1.58,63,2
Jason Vargas,SEA,91.2,4.91,1.33,54,3
Ryan Rowland-Smith,SEA,96.1,3.74,1.18,52,5
Miguel Batista,SEA,71.1,4.04,1.65,52,7
Chris Jakubauskas,SEA,93.0,5.32,1.27,47,6
