playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Brandon Phillips,CIN,626,.275,.332,.430,.762
Joey Votto,CIN,547,.324,.424,.600,1.024
Drew Stubbs,CIN,514,.255,.329,.444,.773
Jonny Gomes,CIN,511,.266,.327,.431,.758
Jay Bruce,CIN,509,.281,.353,.493,.846
Orlando Cabrera,CIN,494,.263,.303,.354,.657
Scott Rolen,CIN,471,.285,.358,.497,.855
Ramon Hernandez,CIN,313,.297,.364,.428,.792
Jim Edmonds,CIN,246,.276,.342,.504,.846
Ryan Hanigan,CIN,203,.300,.405,.429,.834
Chris Heisey,CIN,201,.254,.324,.433,.757
