playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ozzie Albies,ATL,639,.261,.305,.452,.757
Nick Markakis,ATL,623,.297,.366,.440,.806
Freddie Freeman,ATL,618,.309,.388,.505,.893
Ender Inciarte,ATL,597,.265,.325,.380,.705
Dansby Swanson,ATL,478,.238,.304,.395,.699
Johan Camargo,ATL,464,.272,.349,.457,.806
Ronald Acuña Jr.,ATL,433,.293,.366,.552,.918
Adam Duvall,ATL,384,.195,.274,.365,.639
Kurt Suzuki,ATL,347,.271,.332,.444,.776
Lucas Duda,ATL,328,.241,.313,.418,.731
Charlie Culberson,ATL,296,.270,.326,.466,.792
