playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Jarren Duran,BOS,671,.285,.342,.492,.834
Ceddanne Rafaela,BOS,544,.246,.274,.390,.664
Rafael Devers,BOS,525,.272,.354,.516,.870
Connor Wong,BOS,447,.280,.333,.425,.758
Tyler O'Neill,BOS,411,.241,.336,.511,.847
Wilyer Abreu,BOS,399,.253,.322,.459,.781
Masataka Yoshida,BOS,378,.280,.349,.415,.764
David Hamilton,BOS,294,.248,.303,.395,.698
Danny Jansen,BOS,278,.205,.309,.349,.658
Rob Refsnyder,BOS,272,.283,.359,.471,.830
Triston Casas,BOS,212,.241,.337,.462,.799
