playerFullName,teamAbbrev,IP,ERA,WHIP,SO,W
Joe Ryan,MIN,171.0,3.42,1.04,194,13
Taj Bradley,MIN,142.2,5.05,1.31,127,6
Bailey Ober,MIN,146.1,5.10,1.30,120,6
Simeon Woods Richardson,MIN,111.1,4.04,1.28,107,7
Zebby Matthews,MIN,79.1,5.56,1.49,88,5
Pablo López,MIN,75.2,2.74,1.11,73,5
Cole Sands,MIN,72.0,4.50,1.17,64,4
David Festa,MIN,53.1,5.40,1.28,53,3
Justin Topa,MIN,60.0,3.90,1.43,49,1
Kody Funderburk,MIN,41.0,3.51,1.51,40,4
