playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Trevor Larnach,MIN,503,.250,.323,.404,.727
Byron Buxton,MIN,488,.264,.327,.551,.878
Brooks Lee,MIN,487,.236,.285,.370,.655
Ryan Jeffers,MIN,406,.266,.356,.397,.753
Royce Lewis,MIN,376,.237,.283,.388,.671
Kody Clemens,MIN,348,.213,.281,.434,.715
Matt Wallner,MIN,336,.202,.311,.464,.775
Christian Vázquez,MIN,190,.189,.271,.274,.545
Edouard Julien,MIN,182,.220,.309,.324,.633
Luke Keaschall,MIN,182,.302,.382,.445,.827
Austin Martin,MIN,156,.282,.374,.365,.739
