playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ian Kinsler,TEX,655,.256,.326,.423,.749
Elvis Andrus,TEX,629,.286,.349,.378,.727
Michael Young,TEX,611,.277,.312,.370,.682
Adrian Beltré,TEX,604,.321,.359,.561,.920
Nelson Cruz,TEX,585,.260,.319,.460,.779
Josh Hamilton,TEX,562,.285,.354,.577,.931
David Murphy,TEX,457,.304,.380,.479,.859
Mike Napoli,TEX,352,.227,.343,.469,.812
Mitch Moreland,TEX,327,.275,.321,.468,.789
Geovany Soto,TEX,324,.198,.270,.343,.613
Craig Gentry,TEX,240,.304,.367,.392,.759
